"Concrete.compressive.strength.MPa..megapascals.";"Cement..component.1..kg.in.a.m.3.mixture.";"Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.";"Fly.Ash..component.3..kg.in.a.m.3.mixture.";"Water...component.4..kg.in.a.m.3.mixture.";"Superplasticizer..component.5..kg.in.a.m.3.mixture.";"Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.";"Fine.Aggregate..component.7..kg.in.a.m.3.mixture.";"Age..day."
40.56;0.945704468814751;0.244602871668813;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;0.701882636336994
42.62;1.85474001377157;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;2.12661155786715
41.84;1.40022224129316;-0.305934476410142;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;2.12661155786715
28.24;-1.35463389968649;1.57052861104213;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;-0.279597287383783
8.06;-1.35463389968649;1.57052861104213;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;-0.675355321142161
44.21;-1.35463389968649;1.57052861104213;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;2.12661155786715
52.52;0.945704468814751;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;5.05522100767915
53.3;0.945704468814751;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;3.55134047939731
41.15;0.945704468814751;0.244602871668813;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;3.55134047939731
52.12;0.582090250832025;-0.416041946025933;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;2.12661155786715
37.43;1.40022224129316;-0.305934476410142;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.279597287383783
38.6;1.85474001377157;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.61203403574082
55.26;0.218476032849299;0.0243879324372308;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;5.05522100767915
52.91;-0.145138185133427;0.464817810900394;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;5.05522100767915
41.72;-0.790074982292262;0.678078594156242;-0.846732596814649;0.488555383791263;-1.03863825410222;0.0704924660617383;0.647569440010463;2.12661155786715
42.13;1.85474001377157;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;3.55134047939731
53.69;-0.872366621098879;1.34567756782672;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;5.05522100767915
38.41;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;3.55134047939731
30.08;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.279597287383783
37.72;0.491186696336344;0.795140219747767;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;0.701882636336994
42.23;1.85474001377157;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;0.701882636336994
36.25;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;2.12661155786715
50.46;0.582090250832025;-0.416041946025933;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;0.701882636336994
43.7;1.40022224129316;-0.305934476410142;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;5.05522100767915
39;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;5.05522100767915
53.1;0.945704468814751;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;2.12661155786715
41.54;1.40022224129316;-0.305934476410142;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;0.701882636336994
35.08;1.40022224129316;-0.305934476410142;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.61203403574082
15.05;0.649071817302527;-0.856471824489096;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;-0.675355321142161
40.76;0.945704468814751;0.244602871668813;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;2.12661155786715
26.26;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.61203403574082
32.82;0.945704468814751;0.244602871668813;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.61203403574082
39.78;0.491186696336344;0.795140219747767;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;2.12661155786715
46.93;-0.872366621098879;1.34567756782672;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;2.12661155786715
33.12;-0.417848848620472;1.89621491590568;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;0.701882636336994
49.19;0.218476032849299;0.0243879324372308;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;0.701882636336994
14.59;-1.35463389968649;1.57052861104213;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;-0.61203403574082
14.64;-0.790074982292262;0.678078594156242;-0.846732596814649;0.488555383791263;-1.03863825410222;0.0704924660617383;0.647569440010463;-0.61203403574082
41.93;1.85474001377157;-0.856471824489096;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;5.05522100767915
9.13;-0.790074982292262;0.678078594156242;-0.846732596814649;0.488555383791263;-1.03863825410222;0.0704924660617383;0.647569440010463;-0.675355321142161
50.95;0.218476032849299;0.0243879324372308;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;2.12661155786715
33.02;0.491186696336344;0.795140219747767;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.279597287383783
54.38;0.218476032849299;0.0243879324372308;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;3.55134047939731
51.73;-0.145138185133427;0.464817810900394;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;3.55134047939731
9.87;0.27588880410973;-0.856471824489096;-0.846732596814649;0.488555383791263;-1.03863825410222;-0.0246795428520107;0.960630782764474;-0.675355321142161
50.66;-0.872366621098879;1.34567756782672;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;3.55134047939731
48.7;-0.145138185133427;0.464817810900394;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;2.12661155786715
55.06;0.582090250832025;-0.416041946025933;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;3.55134047939731
44.7;-1.35463389968649;1.57052861104213;-0.846732596814649;0.488555383791263;-1.03863825410222;0.952762710856766;0.41557975972263;4.97606940092748
30.28;0.491186696336344;0.795140219747767;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-2.23982900013111;-0.61203403574082
40.86;-0.872366621098879;1.34567756782672;-0.846732596814649;2.1744049451023;-1.03863825410222;-0.526261751992041;-1.29191417744964;-0.279597287383783
71.99;1.95042796587228;-0.856471824489096;-0.846732596814649;-1.6655857223284;-1.03863825410222;1.89162171770862;0.329519071873918;-0.279597287383783
34.4;0.888291697554321;1.33640535985908;-0.846732596814649;-0.537003099339619;0.652066158088024;-0.602142137477327;-0.21054292578539;-0.675355321142161
28.8;0.307465828302966;2.18249433690673;-0.846732596814649;-0.284125665142963;0.400971443406304;0.951476602628203;-2.01781737060834;-0.675355321142161
33.4;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.675355321142161
36.3;1.37630025326798;0.375572809211806;-0.846732596814649;-1.41270828813174;2.0749362079511;-0.474817422849473;0.375667556662359;-0.675355321142161
29;0.897860492764393;0.230694559717344;-0.846732596814649;-2.57407131925712;2.87843929493261;-1.55386222661482;2.73173479356406;-0.675355321142161
37.8;1.85474001377157;0.520451058706268;-0.846732596814649;-0.0218824000501352;0.451190386342648;-1.55386222661482;0.0987766479317193;-0.675355321142161
40.2;1.79732724251114;0.501906642770977;-0.846732596814649;-2.04958478907147;4.35152828773203;-1.55386222661482;0.834657891855489;-0.675355321142161
33.4;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.675355321142161
28.1;1.02799610762137;0.268942417583882;-0.846732596814649;-1.10831878400614;0.986859110996984;-1.55386222661482;1.89732029833524;-0.675355321142161
41.3;2.3934631840986;-0.856471824489096;-0.846732596814649;-1.86226817114802;3.68194238191411;-1.55386222661482;1.49819826773252;-0.675355321142161
33.4;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.675355321142161
25.2;0.360094201958361;1.60645841691675;-0.846732596814649;-1.21134292386403;1.35513135919684;-1.55386222661482;1.33231317376326;-0.675355321142161
41.1;1.15430420439432;0.241125793680946;-0.846732596814649;-1.60002490605519;0.869681577478848;-0.335917734164543;0.979339627948976;-0.675355321142161
35.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.675355321142161
28.3;0.406981298487712;2.42125369207361;-0.846732596814649;0.104556317048193;0.68554545337892;-0.388648171535673;-1.41788706835863;-0.675355321142161
28.6;0.940920071209715;0.895975481395912;-0.846732596814649;-1.29563540192959;1.62296572152401;2.07553519439329;-2.10263080211142;-0.675355321142161
35.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.675355321142161
24.4;0.0491083576310294;1.47201140138589;-0.846732596814649;-1.72646362315352;0.836202282187952;0.407452821945554;0.375667556662359;-0.675355321142161
35.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.675355321142161
39.3;1.51026338620898;1.19500418835248;-0.846732596814649;0.20758045690609;0.819462634542504;-1.13201872764577;-0.819204022454543;-0.675355321142161
40.6;1.04043554139446;1.33408730786716;-0.846732596814649;-1.67026863777648;2.64408422789634;-0.362926006964389;-0.221768232896093;-0.675355321142161
35.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.675355321142161
24.1;0.542858190470731;1.33408730786716;-0.846732596814649;-0.31222315783148;0.551628272215336;-0.362926006964389;-0.221768232896093;-0.675355321142161
46.2;0.888291697554321;1.33640535985908;-0.846732596814649;-0.537003099339619;0.652066158088024;-0.602142137477327;-0.21054292578539;-0.61203403574082
42.8;0.307465828302966;2.18249433690673;-0.846732596814649;-0.284125665142963;0.400971443406304;0.951476602628203;-2.01781737060834;-0.61203403574082
49.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.61203403574082
46.8;1.37630025326798;0.375572809211806;-0.846732596814649;-1.41270828813174;2.0749362079511;-0.474817422849473;0.375667556662359;-0.61203403574082
45.7;0.897860492764393;0.230694559717344;-0.846732596814649;-2.57407131925712;2.87843929493261;-1.55386222661482;2.73173479356406;-0.61203403574082
55.6;1.85474001377157;0.520451058706268;-0.846732596814649;-0.0218824000501352;0.451190386342648;-1.55386222661482;0.0987766479317193;-0.61203403574082
54.9;1.79732724251114;0.501906642770977;-0.846732596814649;-2.04958478907147;4.35152828773203;-1.55386222661482;0.834657891855489;-0.61203403574082
49.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.61203403574082
34.9;1.02799610762137;0.268942417583882;-0.846732596814649;-1.10831878400614;0.986859110996984;-1.55386222661482;1.89732029833524;-0.61203403574082
46.9;2.3934631840986;-0.856471824489096;-0.846732596814649;-1.86226817114802;3.68194238191411;-1.55386222661482;1.49819826773252;-0.61203403574082
49.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.61203403574082
33.4;0.360094201958361;1.60645841691675;-0.846732596814649;-1.21134292386403;1.35513135919684;-1.55386222661482;1.33231317376326;-0.61203403574082
54.1;1.15430420439432;0.241125793680946;-0.846732596814649;-1.60002490605519;0.869681577478848;-0.335917734164543;0.979339627948976;-0.61203403574082
55.9;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.61203403574082
49.8;0.406981298487712;2.42125369207361;-0.846732596814649;0.104556317048193;0.68554545337892;-0.388648171535673;-1.41788706835863;-0.61203403574082
47.1;0.940920071209715;0.895975481395912;-0.846732596814649;-1.29563540192959;1.62296572152401;2.07553519439329;-2.10263080211142;-0.61203403574082
55.9;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.61203403574082
38;0.0491083576310294;1.47201140138589;-0.846732596814649;-1.72646362315352;0.836202282187952;0.407452821945554;0.375667556662359;-0.61203403574082
55.9;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.61203403574082
56.1;1.51026338620898;1.19500418835248;-0.846732596814649;0.20758045690609;0.819462634542504;-1.13201872764577;-0.819204022454543;-0.61203403574082
59.09;1.04043554139446;1.33408730786716;-0.846732596814649;-1.67026863777648;2.64408422789634;-0.362926006964389;-0.221768232896093;-0.61203403574082
22.9;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.61203403574082
35.1;0.542858190470731;1.33408730786716;-0.846732596814649;-0.31222315783148;0.551628272215336;-0.362926006964389;-0.221768232896093;-0.61203403574082
61.09;0.888291697554321;1.33640535985908;-0.846732596814649;-0.537003099339619;0.652066158088024;-0.602142137477327;-0.21054292578539;-0.279597287383783
59.8;0.307465828302966;2.18249433690673;-0.846732596814649;-0.284125665142963;0.400971443406304;0.951476602628203;-2.01781737060834;-0.279597287383783
60.29;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.279597287383783
61.8;1.37630025326798;0.375572809211806;-0.846732596814649;-1.41270828813174;2.0749362079511;-0.474817422849473;0.375667556662359;-0.279597287383783
56.7;0.897860492764393;0.230694559717344;-0.846732596814649;-2.57407131925712;2.87843929493261;-1.55386222661482;2.73173479356406;-0.279597287383783
68.3;1.85474001377157;0.520451058706268;-0.846732596814649;-0.0218824000501352;0.451190386342648;-1.55386222661482;0.0987766479317193;-0.279597287383783
66.9;1.79732724251114;0.501906642770977;-0.846732596814649;-2.04958478907147;4.35152828773203;-1.55386222661482;0.834657891855489;-0.279597287383783
60.29;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.279597287383783
50.7;1.02799610762137;0.268942417583882;-0.846732596814649;-1.10831878400614;0.986859110996984;-1.55386222661482;1.89732029833524;-0.279597287383783
56.4;2.3934631840986;-0.856471824489096;-0.846732596814649;-1.86226817114802;3.68194238191411;-1.55386222661482;1.49819826773252;-0.279597287383783
60.29;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;-0.279597287383783
55.5;0.360094201958361;1.60645841691675;-0.846732596814649;-1.21134292386403;1.35513135919684;-1.55386222661482;1.33231317376326;-0.279597287383783
68.5;1.15430420439432;0.241125793680946;-0.846732596814649;-1.60002490605519;0.869681577478848;-0.335917734164543;0.979339627948976;-0.279597287383783
71.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.279597287383783
74.7;0.406981298487712;2.42125369207361;-0.846732596814649;0.104556317048193;0.68554545337892;-0.388648171535673;-1.41788706835863;-0.279597287383783
52.2;0.940920071209715;0.895975481395912;-0.846732596814649;-1.29563540192959;1.62296572152401;2.07553519439329;-2.10263080211142;-0.279597287383783
71.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.279597287383783
67.7;0.0491083576310294;1.47201140138589;-0.846732596814649;-1.72646362315352;0.836202282187952;0.407452821945554;0.375667556662359;-0.279597287383783
71.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.279597287383783
66;1.51026338620898;1.19500418835248;-0.846732596814649;0.20758045690609;0.819462634542504;-1.13201872764577;-0.819204022454543;-0.279597287383783
74.5;1.04043554139446;1.33408730786716;-0.846732596814649;-1.67026863777648;2.64408422789634;-0.362926006964389;-0.221768232896093;-0.279597287383783
71.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;-0.279597287383783
49.9;0.542858190470731;1.33408730786716;-0.846732596814649;-0.31222315783148;0.551628272215336;-0.362926006964389;-0.221768232896093;-0.279597287383783
63.4;0.888291697554321;1.33640535985908;-0.846732596814649;-0.537003099339619;0.652066158088024;-0.602142137477327;-0.21054292578539;0.1636517104256
64.9;0.307465828302966;2.18249433690673;-0.846732596814649;-0.284125665142963;0.400971443406304;0.951476602628203;-2.01781737060834;0.1636517104256
64.3;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.1636517104256
64.9;1.37630025326798;0.375572809211806;-0.846732596814649;-1.41270828813174;2.0749362079511;-0.474817422849473;0.375667556662359;0.1636517104256
60.2;0.897860492764393;0.230694559717344;-0.846732596814649;-2.57407131925712;2.87843929493261;-1.55386222661482;2.73173479356406;0.1636517104256
72.3;1.85474001377157;0.520451058706268;-0.846732596814649;-0.0218824000501352;0.451190386342648;-1.55386222661482;0.0987766479317193;0.1636517104256
69.3;1.79732724251114;0.501906642770977;-0.846732596814649;-2.04958478907147;4.35152828773203;-1.55386222661482;0.834657891855489;0.1636517104256
64.3;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.1636517104256
55.2;1.02799610762137;0.268942417583882;-0.846732596814649;-1.10831878400614;0.986859110996984;-1.55386222661482;1.89732029833524;0.1636517104256
58.8;2.3934631840986;-0.856471824489096;-0.846732596814649;-1.86226817114802;3.68194238191411;-1.55386222661482;1.49819826773252;0.1636517104256
64.3;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.1636517104256
66.1;0.360094201958361;1.60645841691675;-0.846732596814649;-1.21134292386403;1.35513135919684;-1.55386222661482;1.33231317376326;0.1636517104256
73.7;1.15430420439432;0.241125793680946;-0.846732596814649;-1.60002490605519;0.869681577478848;-0.335917734164543;0.979339627948976;0.1636517104256
77.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.1636517104256
80.2;0.406981298487712;2.42125369207361;-0.846732596814649;0.104556317048193;0.68554545337892;-0.388648171535673;-1.41788706835863;0.1636517104256
54.9;0.940920071209715;0.895975481395912;-0.846732596814649;-1.29563540192959;1.62296572152401;2.07553519439329;-2.10263080211142;0.1636517104256
77.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.1636517104256
72.99;0.0491083576310294;1.47201140138589;-0.846732596814649;-1.72646362315352;0.836202282187952;0.407452821945554;0.375667556662359;0.1636517104256
77.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.1636517104256
71.7;1.51026338620898;1.19500418835248;-0.846732596814649;0.20758045690609;0.819462634542504;-1.13201872764577;-0.819204022454543;0.1636517104256
79.4;1.04043554139446;1.33408730786716;-0.846732596814649;-1.67026863777648;2.64408422789634;-0.362926006964389;-0.221768232896093;0.1636517104256
77.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.1636517104256
59.89;0.542858190470731;1.33408730786716;-0.846732596814649;-0.31222315783148;0.551628272215336;-0.362926006964389;-0.221768232896093;0.1636517104256
64.9;0.888291697554321;1.33640535985908;-0.846732596814649;-0.537003099339619;0.652066158088024;-0.602142137477327;-0.21054292578539;0.717712957687329
66.6;0.307465828302966;2.18249433690673;-0.846732596814649;-0.284125665142963;0.400971443406304;0.951476602628203;-2.01781737060834;0.717712957687329
65.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.717712957687329
66.7;1.37630025326798;0.375572809211806;-0.846732596814649;-1.41270828813174;2.0749362079511;-0.474817422849473;0.375667556662359;0.717712957687329
62.5;0.897860492764393;0.230694559717344;-0.846732596814649;-2.57407131925712;2.87843929493261;-1.55386222661482;2.73173479356406;0.717712957687329
74.19;1.85474001377157;0.520451058706268;-0.846732596814649;-0.0218824000501352;0.451190386342648;-1.55386222661482;0.0987766479317193;0.717712957687329
70.7;1.79732724251114;0.501906642770977;-0.846732596814649;-2.04958478907147;4.35152828773203;-1.55386222661482;0.834657891855489;0.717712957687329
65.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.717712957687329
57.6;1.02799610762137;0.268942417583882;-0.846732596814649;-1.10831878400614;0.986859110996984;-1.55386222661482;1.89732029833524;0.717712957687329
59.2;2.3934631840986;-0.856471824489096;-0.846732596814649;-1.86226817114802;3.68194238191411;-1.55386222661482;1.49819826773252;0.717712957687329
65.2;1.37630025326798;0.375572809211806;-0.846732596814649;-1.31436706372193;1.7234036073967;-1.55386222661482;1.4158793489207;0.717712957687329
68.1;0.360094201958361;1.60645841691675;-0.846732596814649;-1.21134292386403;1.35513135919684;-1.55386222661482;1.33231317376326;0.717712957687329
75.5;1.15430420439432;0.241125793680946;-0.846732596814649;-1.60002490605519;0.869681577478848;-0.335917734164543;0.979339627948976;0.717712957687329
79.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.717712957687329
56.5;0.940920071209715;0.895975481395912;-0.846732596814649;-1.29563540192959;1.62296572152401;2.07553519439329;-2.10263080211142;0.717712957687329
79.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.717712957687329
76.8;0.0491083576310294;1.47201140138589;-0.846732596814649;-1.72646362315352;0.836202282187952;0.407452821945554;0.375667556662359;0.717712957687329
79.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.717712957687329
73.3;1.51026338620898;1.19500418835248;-0.846732596814649;0.20758045690609;0.819462634542504;-1.13201872764577;-0.819204022454543;0.717712957687329
82.6;1.04043554139446;1.33408730786716;-0.846732596814649;-1.67026863777648;2.64408422789634;-0.362926006964389;-0.221768232896093;0.717712957687329
79.3;0.779207432159503;1.33408730786716;-0.846732596814649;-0.780514702640102;0.903160872769744;-0.362926006964389;-0.221768232896093;0.717712957687329
67.8;0.542858190470731;1.33408730786716;-0.846732596814649;-0.31222315783148;0.551628272215336;-0.362926006964389;-0.221768232896093;0.717712957687329
11.58;-0.562337656292555;-0.856471824489096;0.66427563365326;0.362116666692935;-0.285354110057064;-0.0748377637660134;1.20634028285427;-0.675355321142161
24.45;-0.562337656292555;-0.856471824489096;0.66427563365326;0.362116666692935;-0.285354110057064;-0.0748377637660134;1.20634028285427;-0.501221786288474
24.89;-0.562337656292555;-0.856471824489096;0.66427563365326;0.362116666692935;-0.285354110057064;-0.0748377637660134;1.20634028285427;-0.279597287383783
